Order,Date,Week,Start time,Runtime,Runtime min,Plot ID,Fertilized,Block,Fish code,Fish spp,Acropora base grazing,Porites base grazing,Cinderblock grazing
181,3/28/23,2,1114,1:20:31,80.51666667,8C,N,8,ACBL,Acanthurus blochii,4,4,117
182,3/28/23,2,1114,1:20:31,80.51666667,8C,N,8,ACTR,Acanthurus triostegus,0,0,34
183,3/28/23,2,1114,1:20:31,80.51666667,8C,N,8,SCPS,Scarus psittacus,0,4,57
184,3/28/23,2,1114,1:20:31,80.51666667,8C,N,8,TOTAL,TOTAL,10,13,272
185,4/11/23,4,1106,1:25:34,85.56666667,8N,Y,8,CTST,Ctenochaetus striatus,3,4,85
186,4/11/23,4,1106,1:25:34,85.56666667,8N,Y,8,ACTR,Acanthurus triostegus,0,0,7
187,4/11/23,4,1106,1:25:34,85.56666667,8N,Y,8,ZESC,Zebrasoma scopas,0,0,24
188,4/11/23,4,1106,1:25:34,85.56666667,8N,Y,8,SCPS,Scarus psittacus,0,0,12
189,4/11/23,4,1106,1:25:34,85.56666667,8N,Y,8,CHSP,Chlorurus spilurus,0,2,0
190,4/11/23,4,1106,1:25:34,85.56666667,8N,Y,8,TOTAL,TOTAL,3,6,128
191,3/14/23,0,1102,1:24:27,84.45,8N,Y,8,BAUN,Balistapus undulatus,0,0,0
192,3/14/23,0,1102,1:24:27,84.45,8N,Y,8,TOTAL,TOTAL,0,0,0
193,3/28/23,2,1113,1:25:33,85.55,8N,Y,8,CHSP,Chlorurus spilurus,0,0,71
194,3/28/23,2,1113,1:25:33,85.55,8N,Y,8,CTST,Ctenochaetus striatus,4,1,174
195,3/28/23,2,1113,1:25:33,85.55,8N,Y,8,SCPS,Scarus psittacus,7,0,42
196,3/28/23,2,1113,1:25:33,85.55,8N,Y,8,CHCI,Chaetodon citrinellus,0,0,14
197,3/28/23,2,1113,1:25:33,85.55,8N,Y,8,ACTR,Acanthurus triostegus,0,0,5
198,3/28/23,2,1113,1:25:33,85.55,8N,Y,8,TOTAL,TOTAL,11,1,306
199,4/11/23,4,1109,1:20:41,80.68333333,9C,N,9,ZESC,Zebrasoma scopas,15,2,186
200,4/11/23,4,1109,1:20:41,80.68333333,9C,N,9,ACBL,Acanthurus blochii,0,2,31
201,4/11/23,4,1109,1:20:41,80.68333333,9C,N,9,CTST,Ctenochaetus striatus,0,1,56
202,4/11/23,4,1109,1:20:41,80.68333333,9C,N,9,ACTR,Acanthurus triostegus,0,0,5
203,4/11/23,4,1109,1:20:41,80.68333333,9C,N,9,TOTAL,TOTAL,15,5,278
204,3/14/23,0,1105,1:21:22,81.36666667,9C,N,9,CHLU,Chaetodon lunulatus,0,0,0
205,3/14/23,0,1105,1:21:22,81.36666667,9C,N,9,CTST,Ctenochaetus striatus,6,0,31
206,3/14/23,0,1105,1:21:22,81.36666667,9C,N,9,ACBL,Acanthurus blochii,1,0,148
207,3/14/23,0,1105,1:21:22,81.36666667,9C,N,9,CHSP,Chlorurus spilurus,0,0,3
208,3/14/23,0,1105,1:21:22,81.36666667,9C,N,9,TOTAL,TOTAL,7,0,182
209,3/28/23,2,1116,1:21:05,81.08333333,9C,N,9,SCPS,Scarus psittacus,5,5,50
210,3/28/23,2,1116,1:21:05,81.08333333,9C,N,9,CTST,Ctenochaetus striatus,0,2,31
211,3/28/23,2,1116,1:21:05,81.08333333,9C,N,9,ACTR,Acanthurus triostegus,0,0,12
212,3/28/23,2,1116,1:21:05,81.08333333,9C,N,9,ACBL,Acanthurus blochii,0,0,26
213,3/28/23,2,1116,1:21:05,81.08333333,9C,N,9,ZESC,Zebrasoma scopas,0,0,14
214,3/28/23,2,1116,1:21:05,81.08333333,9C,N,9,TOTAL,TOTAL,5,7,133
215,4/11/23,4,1108,1:26:13,86.21666667,9N,Y,9,SCPS,Scarus psittacus,2,0,37
216,4/11/23,4,1108,1:26:13,86.21666667,9N,Y,9,CTST,Ctenochaetus striatus,5,11,135
217,4/11/23,4,1108,1:26:13,86.21666667,9N,Y,9,ACBL,Acanthurus blochii,0,0,26
218,4/11/23,4,1108,1:26:13,86.21666667,9N,Y,9,ACTR,Acanthurus triostegus,0,0,117
219,4/11/23,4,1108,1:26:13,86.21666667,9N,Y,9,TOTAL,TOTAL,7,11,315
220,3/14/23,0,1104,1:22:05,82.08333333,9N,Y,9,CTST,Ctenochaetus striatus,1,0,143
221,3/14/23,0,1104,1:22:05,82.08333333,9N,Y,9,ACBL,Acanthurus blochii,6,0,310
222,3/14/23,0,1104,1:22:05,82.08333333,9N,Y,9,TOTAL,TOTAL,7,0,453
223,3/28/23,2,1115,1:22:57,82.95,9N,Y,9,ACBL,Acanthurus blochii,2,0,62
224,3/28/23,2,1115,1:22:57,82.95,9N,Y,9,ACTR,Acanthurus triostegus,0,0,20
225,3/28/23,2,1115,1:22:57,82.95,9N,Y,9,SCPS,Scarus psittacus,0,0,43
226,3/28/23,2,1115,1:22:57,82.95,9N,Y,9,CHSP,Chlorurus spilurus,0,0,10
227,3/28/23,2,1115,1:22:57,82.95,9N,Y,9,CTST,Ctenochaetus striatus,0,0,88
228,3/28/23,2,1115,1:22:57,82.95,9N,Y,9,TOTAL,TOTAL,2,0,223
229,4/12/23,4,1108,1:27:39,87.65,10C,N,10,SCPS,Scarus psittacus,13,0,136
230,4/12/23,4,1108,1:27:39,87.65,10C,N,10,CTST,Ctenochaetus striatus,1,0,22
231,4/12/23,4,1108,1:27:39,87.65,10C,N,10,ACTR,Acanthurus triostegus,0,6,39
232,4/12/23,4,1108,1:27:39,87.65,10C,N,10,ZESC,Zebrasoma scopas,0,0,5
233,4/12/23,4,1108,1:27:39,87.65,10C,N,10,ACBL,Acanthurus blochii,0,0,67
234,4/12/23,4,1108,1:27:39,87.65,10C,N,10,ACNI,Acanthurus nigrofuscus,0,0,27
235,4/12/23,4,1108,1:27:39,87.65,10C,N,10,TOTAL,TOTAL,14,6,296
236,3/16/23,0,1100,1:25:56,85.93333333,10C,N,10,SCPS,Scarus psittacus,0,0,1
237,3/16/23,0,1100,1:25:56,85.93333333,10C,N,10,CHCI,Chaetodon citrinellus,11,5,42
238,3/16/23,0,1100,1:25:56,85.93333333,10C,N,10,ACBL,Acanthurus blochii,0,14,144
239,3/16/23,0,1100,1:25:56,85.93333333,10C,N,10,ACTR,Acanthurus triostegus,0,0,17
240,3/16/23,0,1100,1:25:56,85.93333333,10C,N,10,TOTAL,TOTAL,11,19,204
241,3/29/23,2,1107,1:22:56,82.93333333,10C,N,10,ZESC,Zebrasoma scopas,56,46,110
242,3/29/23,2,1107,1:22:56,82.93333333,10C,N,10,ACBL,Acanthurus blochii,6,3,150
243,3/29/23,2,1107,1:22:56,82.93333333,10C,N,10,CTST,Ctenochaetus striatus,0,2,47
244,3/29/23,2,1107,1:22:56,82.93333333,10C,N,10,CHCI,Chaetodon citrinellus,0,2,3
245,3/29/23,2,1107,1:22:56,82.93333333,10C,N,10,SCPS,Scarus psittacus,0,0,6
246,3/29/23,2,1107,1:22:56,82.93333333,10C,N,10,ACNI,Acanthurus nigrofuscus,0,0,5
247,3/29/23,2,1107,1:22:56,82.93333333,10C,N,10,TOTAL,TOTAL,62,53,321
248,4/12/23,4,1108,1:18:56,78.93333333,10N,Y,10,CHSP,Chlorurus spilurus,4,3,24
249,4/12/23,4,1108,1:18:56,78.93333333,10N,Y,10,CTST,Ctenochaetus striatus,2,20,231
250,4/12/23,4,1108,1:18:56,78.93333333,10N,Y,10,ACTR,Acanthurus triostegus,3,3,318
251,4/12/23,4,1108,1:18:56,78.93333333,10N,Y,10,ZESC,Zebrasoma scopas,6,0,262
252,4/12/23,4,1108,1:18:56,78.93333333,10N,Y,10,SCPS,Scarus psittacus,0,0,133
253,4/12/23,4,1108,1:18:56,78.93333333,10N,Y,10,ACNI,Acanthurus nigrofuscus,0,0,54
254,4/12/23,4,1108,1:18:56,78.93333333,10N,Y,10,ACBL,Acanthurus blochii,0,0,27
255,4/12/23,4,1108,1:18:56,78.93333333,10N,Y,10,TOTAL,TOTAL,15,26,1049
256,3/15/23,0,1107,1:22:39,82.65,10N,Y,10,SCPS,Scarus psittacus,0,0,162
257,3/15/23,0,1107,1:22:39,82.65,10N,Y,10,ACBL,Acanthurus blochii,0,0,9
258,3/15/23,0,1107,1:22:39,82.65,10N,Y,10,CTST,Ctenochaetus striatus,0,0,23
259,3/15/23,0,1107,1:22:39,82.65,10N,Y,10,TOTAL,TOTAL,0,0,194
260,3/29/23,2,1107,1:19:22,79.36666667,10N,Y,10,SCPS,Scarus psittacus,16,5,239
261,3/29/23,2,1107,1:19:22,79.36666667,10N,Y,10,ZESC,Zebrasoma scopas,10,0,87
